0	34	186	118	85
0	39	188	122	79
1	29	120	131	80
1	32	132	113	80
1	37	129	122	81
0	45	181	124	77
1	30	124	130	91
0	48	174	123	79
1	48	134	129	73
0	49	186	119	74
0	48	177	114	86
0	33	180	124	90
0	44	169	132	89
0	50	186	129	89
0	31	178	124	84
1	31	141	123	87
0	45	172	136	93
0	38	176	124	93
0	39	202	130	95
0	48	181	130	92
0	30	186	127	89
0	39	164	128	92
0	49	170	129	95
1	44	136	130	91
1	40	127	122	91
0	28	189	134	82
0	39	182	125	92
1	37	120	135	92
0	25	171	128	99
0	44	188	124	92
1	45	137	119	79
1	32	136	110	82
1	31	130	121	79
0	25	186	125	75
0	39	176	120	74
1	41	127	117	78
1	35	131	121	75
0	32	183	118	78
0	42	194	120	81
1	48	126	118	79
